Assembly,State_Name,Party_Name,Party_Type,Party_ID,Frequent_Abbreviation,Last_Abbreviation,Abbreviations,Start_Year,Last_Year,No_Assemblies_Contested,Assemblies_Contested,Candidates_Contested,Candidates_Represented,Females_Contested,Females_Represented,SC_Seats_Contested,SC_Seats_Represented,ST_Seats_Contested,ST_Seats_Represented,BiPoll_Contested
Lok_Sabha,Tamil_Nadu,Tamil Maanila Congress  (Moopanar),Local Party,8247,TMC(M),TMC(M),TMC(M),1996,2019,4,11|12|13|17,68,23,0,0,10,3,0,0,0
Lok_Sabha,Tamil_Nadu,Communist Part of India,State-based Party,2444,CPI,CPI,CPI,1971,2019,13,5|6|7|8|9|10|11|12|13|14|15|16|17,40,17,4,1,17,8,0,0,2
Lok_Sabha,Tamil_Nadu,Pattali Makkal Katchi,State-based Party,11891,PMK,PMK,PMK,1989,2019,9,9|10|11|12|13|14|15|16|17,116,15,4,0,21,3,0,0,0
Lok_Sabha,Tamil_Nadu,Marumalarchi Dravida Munnetra Kazhagam,State-based Party,11601,MDMK,MDMK,MDMK,1996,2014,6,11|12|13|14|15|16,49,12,0,0,8,2,0,0,0
Lok_Sabha,Tamil_Nadu,Bharatiya Janata Party,National Party,1605,BJP,BJP,BJP,1984,2019,10,8|9|10|11|12|13|14|15|16|17,106,8,4,0,11,0,0,0,1
Lok_Sabha,Tamil_Nadu,COMMUNIST MARXIST PARTY OF INDIA,State-based Party,14635,CPM,CPIM,CPM,1971,2019,13,5|6|7|8|9|10|11|12|13|14|15|16|17,48,6,2,0,8,0,0,0,0
Lok_Sabha,Tamil_Nadu,INDIAN NATIONAL CONGRESS (ORG),National Party,3805,NCO,NCO,NCO,1971,1977,2,5|6,47,4,2,0,10,0,0,0,0
Lok_Sabha,Tamil_Nadu,Independent,Independents,10809,IND,IND,IND,1967,2019,14,4|5|6|7|8|9|10|11|12|13|14|15|16|17,3991,3,143,0,348,0,0,0,101
Lok_Sabha,Tamil_Nadu,Viduthalai Chiruthaigal Katch,Local Party,8488,VCK,VCK,VCK,2009,2019,3,15|16|17,5,2,0,0,5,2,0,0,0
Lok_Sabha,Tamil_Nadu,All India Forward Bloc,State-based Party,3040,FBL,AIFB,FBL,1971,1999,2,5|13,9,1,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Janata Party,National Party,4406,JNP,JP,JNP|JNP (JP)|JP,1980,2004,8,7|8|9|10|11|12|13|14,66,1,1,0,6,0,0,0,1
Lok_Sabha,Tamil_Nadu,Indian Union Muslim League,State-based Party,3952,IUML,IUML,IML|IUML,1991,2019,3,10|16|17,3,1,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,M.G.R.Anna D.M.Kazhagam,Local Party,11561,MADMK,MADMK,MADMK,1998,1999,2,12|13,4,1,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Swatantara Party,National Party,12923,SWA,SWA,SWA,1971,1971,1,5,9,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Bharatiya Jan Sangh,National Party,4152,BJS,BMUP,BJS,1971,1971,1,5,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Samyukta Socialist Party,National Party,7619,SSP,SSP,SSP,1971,1971,1,5,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,PREPUBLICAN PARTY OF INDIA,State-based Party,6911,RPI,RPI,RPI,1977,2019,5,6|7|11|16|17,7,0,0,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Indian National Congress (U),National Party,3823,INC(U),INC(U),INC(U),1980,1980,1,7,10,0,0,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,JANTA PARTY (SECULAR),National Party,15079,JNP(S),JNP(S),JNP(S),1980,1980,1,7,13,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,INDIAN CONGRESS (J),State-based Party,15232,ICJ,ICJ,ICJ,1984,1984,1,8,6,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,GANDHI KAMARAJ NATIONAL CONGRESS,Local Party,3067,GKC,GKC,GKC,1984,1984,1,8,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,TAMIL NADU CONGRESS (K),Local Party,8248,TNC,TNC(K),TNC,1984,1984,1,8,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,THARASU MAKKAL MANDARAM,Local Party,12990,TMM,TMM,TMM,1989,1991,2,9|10,61,0,0,0,10,0,0,0,0
Lok_Sabha,Tamil_Nadu,LOK DAL (BAHUGUNA),State-based Party,11456,LKD (B),LKD (B),LKD (B),1989,1989,1,9,6,0,0,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Socialist Labour League,Local Party,12688,SLL,SLL,SLL,1989,1991,2,9|10,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,DECCAN CONGRESS,Local Party,10222,DNC,DNC,DNC,1989,1989,1,9,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Mahabharat People's Party,Local Party,11640,MPP,MPP,MPP,1989,1991,2,9|10,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,ALL INDIA JUSTICE PARTY,Local Party,3430,IJP,IJP,IJP,1989,1989,1,9,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Bharatha Makkal Congress,Local Party,9422,BMC,BMC,BMC,1989,1999,2,9|13,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,KAMARAJ DESIYA CONGRESS,Local Party,11349,KDC,KDC,KDC,1989,1989,1,9,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,HUMNIST PARTY OF INDIA,Local Party,10381,HPI,HPI,HPI,1989,1989,1,9,1,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Janata Dal,National Party,4217,JD,JD,JD,1989,1996,3,9|10|11,15,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tamilar Kazhagam,Local Party,13000,TLK,TLK,TRM,1989,1989,1,9,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Indian People's Front,Local Party,10840,IPF,IPF,IPF,1989,1989,1,9,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,TAMIL NADU PEOPLES WELFARE ASSOCIATION,Local Party,12018,PWA,PWA,PWA,1989,1989,1,9,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Door Darshi Party,Local Party,15197,DDP,DDP,DDP,1991,1991,1,10,3,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Marx Engles Leninist Commune Health Association,Local Party,11610,MELPHC,MELPHC,MHA|MELPHC,1991,1996,2,10|11,5,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Lok Dal,National Party,4996,LKD,LD,LKD,1991,1991,1,10,3,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,M.G.R. Munnetra Kazhagam,Local Party,11609,MGMK,MGMK,MGMK,1991,1991,1,10,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ambedkar Makkal Iyakkam,Local Party,827,AMI,AMI,AMI,1991,1991,1,10,3,0,1,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Bahujan Samaj Party,State-based Party,16651,BSP,BSP,BSP,1991,2019,6,10|12|14|15|16|17,153,0,10,0,28,0,0,0,0
Lok_Sabha,Tamil_Nadu,MUSLIM LEAGE,State-based Party,11621,MUL,MUL,MUL,1991,1991,1,10,4,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Thayaga Marumalrchi Kazhagam,Local Party,8314,TMK,TMK,TMK,1991,1991,1,10,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Grama Munnetra Kazhagam,Local Party,10312,GMK,GMK,GMK,1991,1993,1,10,2,0,0,0,0,0,0,0,1
Lok_Sabha,Tamil_Nadu,Expanded Party name not released by the ECI,Local Party,12995,TNHVYK,TNHVYK,TNHVK|TNHVYK,1993,1996,2,10|11,2,0,0,0,0,0,0,0,1
Lok_Sabha,Tamil_Nadu,TAMILAGA JANATA,Local Party,12984,TLJ,TLJ,TLJ,1993,1998,2,10|12,3,0,0,0,0,0,0,0,1
Lok_Sabha,Tamil_Nadu,shiv sena,State-based Party,18691,SHS,SHS,SHS,1996,2009,4,11|13|14|15,12,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,MAHABHARATH MAHAJAN SABHA,Local Party,11626,MMS,MMS,MMS,1996,1996,1,11,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,PAVITRA HINDUSTAN KAAZHAGAM,Local Party,11883,PHK,PHK,PHK,1996,1996,1,11,2,0,2,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Samata Party,National Party,7575,SAP,SAP,SAP,1996,2014,4,11|12|15|16,15,0,2,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,ALL INDIA DEMOCRATIC PEOPLE FEDERATION,Local Party,8830,AIDPF,AIDPF,AIDPF,1996,1996,1,11,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,ALL INDIA INDIRA CONGRESS (TIW ARI),State-based Party,8871,AIIC(T),AIIC(T),AIIC(T),1996,1996,1,11,12,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Republican Party of India  (Sivaraj),Local Party,12322,RPI(S),RPI(S),RPI(S),1996,1996,1,11,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,ANAITHINTHIYA THAMIZHAGA MUNNETRA KAZHAG,Local Party,9017,ATMK,ATMK,ATMK,1996,1996,1,11,4,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Peoples Democratic Party,State-based Party,6045,PDP,PDP,PDP,1996,1996,1,11,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Communist Party of India  (Marxist-Leninist)  (Liberation),Local Party,2472,CPI(ML)(L),CPI(ML)(L),CPI(ML)(L),1996,2019,6,11|12|13|14|15|17,18,0,1,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Puthiya Tamilagam,Local Party,12001,PT,PT,PT,1998,2014,4,12|13|15|16,29,0,5,0,9,0,0,0,0
Lok_Sabha,Tamil_Nadu,Rashtriya Janata Dal,State-based Party,12103,RJD,RJD,RJD,1998,1999,2,12|13,16,0,1,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Shoshit Samaj Party,Local Party,12557,SHSP,SHSP,SHSP,1998,1998,1,12,2,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,United Communist Party of India,Local Party,8360,UCPI,UCPI,UCPI,1998,2014,2,12|16,4,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ajaya Bharat Party,Local Party,119,AJBP,AJBP,AJBP,1998,1999,2,12|13,7,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Samajwadi Party,State-based Party,7425,SP,SP,SP,1998,2014,4,12|14|15|16,27,0,2,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Dhiravida Thelgar Munnetra Kalagam,Local Party,10230,DTMK,DTMK,DTMK,1999,1999,1,13,3,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Labour And Job Seeker's Party of India,Local Party,11453,LJSPI,LJSPI,LJSPI,1999,1999,1,13,2,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Sirpanch Samaj Party,Local Party,12825,SPSP,SPSP,SPSP,1999,1999,1,13,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,National Congress Party,State-based Party,5792,NCP,NCP,NCP,1999,1999,1,13,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,National Organisation Congress,Local Party,11811,NOC,NOC,NOC,1999,2014,2,13|16,3,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Republican Party of India (A),State-based Party,12285,RPI(A),RPI(A),RPI(A),1999,2019,5,13|14|15|16|17,12,0,0,0,4,0,0,0,0
Lok_Sabha,Tamil_Nadu,Janata Dal  (Secular),State-based Party,10979,JD(S),JD(S),JD(S),1999,2014,2,13|16,6,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tamil Desiyak Katchi,Local Party,12964,TDK,TDK,TDK,1999,2004,2,13|14,9,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tamizhaga Rajiv Congress,Local Party,12999,TRC,TRC,TRC,1999,1999,1,13,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tamil Nadu Peasants & Workers Party,Local Party,12997,TNPWP,TNPWP,TNPWP,1999,1999,1,13,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Christian Mannetra Kazhagam,Local Party,9687,CMK,CMK,CMK,1999,1999,1,13,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tharasu Makkal Mandram,Local Party,8582,THMM,THMM,THMM,1999,1999,1,13,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Indian National Green Party,Local Party,10827,INGP,INGP,INGP,1999,1999,1,13,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Janata Dal  (United),State-based Party,11002,JD(U),JD(U),JD(U),2004,2014,3,14|15|16,23,0,2,0,6,0,0,0,0
Lok_Sabha,Tamil_Nadu,Rashtriya Lok Dal,State-based Party,12169,RLD,RLD,RLD,2004,2004,1,14,3,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Jebamani Janata,Local Party,11062,JJ,JJ,JJ,2004,2014,3,14|15|16,4,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Bharatiya Backward Party,Local Party,1349,BBP,BBP,BBP,2004,2004,1,14,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,AKHIL BHARAT HINDU MAHA SABHA,State-based Party,268,ABHM,ABHM,ABHM,2004,2014,3,14|15|16,7,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Youth and Students Party,Local Party,13071,YSP,YSP,YSP,2004,2009,2,14|15,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Desiya Murpokku Dravida Kazhagam,State-based Party,2956,DMDK,DMDK,DMDK,2009,2019,3,15|16|17,57,0,1,0,9,0,0,0,0
Lok_Sabha,Tamil_Nadu,Lok Jan Shakti Party,State-based Party,5029,LJP,LJP,LJP,2009,2009,1,15,17,0,3,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Makkal Manadu Katchi,Local Party,11624,MMKA,MMKA,MMKA,2009,2014,2,15|16,14,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Pachai Kudi Makkal Katchi,Local Party,11889,PKMK,PKMK,PKMK,2009,2009,1,15,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Desia Pathukappu Kazhagam,Local Party,10227,DPK,DPK,DPK,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Kamarajar Deseeya Congress,Local Party,11350,KDC,KDC,KDC,2009,2009,1,15,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Pyramid Party of India,Local Party,6298,PPOI,PPOI,PPOI,2009,2019,2,15|17,7,0,3,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Manithaneya Makkal Katchi,Local Party,11572,MAMAK,MAMAK,MAMAK,2009,2014,2,15|16,5,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Akhil Bharatiya Kisan Mazdoor Morcha,Local Party,8725,ABKMM,ABKMM,ABKMM,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Jharkhand Mukti Morcha,State-based Party,4653,JMM,JMM,JMM,2009,2009,1,15,5,0,1,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,The Humanist Party of India,Local Party,12976,THPI,THPI,THPI,2009,2009,1,15,1,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Akila India Vallalar Peravai,Local Party,457,AIVP,AIVP,AIVP,2009,2019,2,15|17,11,0,1,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),Local Party,8878,AIJMK,AIJMK,AIJMK,2009,2009,1,15,5,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Puthiya Needhi Katchi,Local Party,6288,PNK,PNK,PNK,2009,2009,1,15,3,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Anaithindia Dravidar Samudaya Munnetra Kazhagam,Local Party,8812,ADSMK,ADSMK,ADSMK,2009,2014,2,15|16,3,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Namadhu Makkal Katchi,Local Party,11807,NMK,NMK,NMK,2009,2014,2,15|16,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Kongu Nadu Munnetra Kazhagam,Local Party,11384,KNMK,KNMK,KNMK,2009,2009,1,15,12,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ulzaipali Makkal Katchy,Local Party,13032,UMK,UMK,UMK,2009,2019,3,15|16|17,17,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,All India Trinamool Congress,State-based Party,18228,AITC,AITC,AITC,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Rashtriya Krantikari Samajwadi Party,Local Party,12157,RKSP,RKSP,RKSP,2009,2009,1,15,3,0,1,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Christian Democratic Front,Local Party,9684,CDF,CDF,CDF,2009,2019,2,15|17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,None of the Above,NOTA,5897,NOTA,NOTA,NOTA,2014,2019,2,16|17,77,0,0,0,14,0,0,0,0
Lok_Sabha,Tamil_Nadu,Aam Aadmi Party,State-based Party,13,AAAP,AAAP,AAAP,2014,2014,1,16,24,0,1,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Social Democratic Party of India,Local Party,7985,SDPI,SDPI,SDPI,2014,2019,2,16|17,4,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tamil Nadu Makkal Congress,Local Party,8252,TNMC,TNMC,TNMC,2014,2014,1,16,10,0,1,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Lok Satta Party,Local Party,5107,LSP,LSP,LSP,2014,2014,1,16,5,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,SOCIALIST UNITY CENTRE,State-based Party,8082,SUC,SUCI,SUCI|SUCI(C),2014,2019,2,16|17,7,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ambedkar People's Movement,Local Party,850,APM,APM,APM,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Communist Party of India  (Marxist-Leninist),Local Party,9890,CPI(ML),CPI(ML)(L),CPI(ML)(L),2014,2014,1,16,5,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Bharatiya Dr. B.R.Ambedkar Janta Party,Local Party,1389,BDBRAJP,BDBJP,BDBRAJP,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Jharkhand Mukti Morcha  (Ulgulan),Local Party,11174,JMM(U),JMM(U),JMM(U),2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Thrinamool Tamil Nadu Congress,Local Party,16619,TTNC,TTNC,TTNC,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Communist Party of India (Marxist-Leninist) Red star,State-based Party,2560,CPIM,CPIM,CPIM,2014,2019,2,16|17,10,0,2,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Rashtriya Samaj Paksha,Local Party,6792,RSPS,RSPS,RSPS,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Union Party of India,Local Party,16623,UPI,UPI,UPI,2014,2014,1,16,1,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Desiya Forward Bloc,Local Party,15981,DFBL,DFBL,DFBL,2014,2014,1,16,4,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ezhuchi Tamilargal Munnetra Kazhagam,Local Party,15990,ETMK,ETMK,ETMK,2014,2019,2,16|17,4,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Indian Christian Secular Party,Local Party,3342,ICSP,ICSP,ICSP,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Indians Victory Party,Local Party,3959,IVP,IVP,IVP,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Makkal Needhi Maiam,,24404,MNM,MNM,MNM,2019,2019,1,17,36,0,2,0,6,0,0,0,0
Lok_Sabha,Tamil_Nadu,Naam Tamilar Katchi,,5533,NTK,NTK,NTK,2019,2019,1,17,38,0,18,0,6,0,0,0,0
Lok_Sabha,Tamil_Nadu,Anti Corruption Dynamic Party,,24932,ACDP,ACDP,ACDP,2019,2019,1,17,7,0,0,0,3,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tamil Nadu Ilangyar Katchi,,24405,TNLK,TNLK,TNLK,2019,2019,1,17,16,0,2,0,2,0,0,0,0
Lok_Sabha,Tamil_Nadu,Desiya Makkal Sakthi Katchi,,2953,DMSK,DMSK,DMSK,2019,2019,1,17,9,0,2,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,People's Party of India(secular),Local Party,6057,PPIS,PPIS,PPIS,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Makkalatchi Katchi,,5299,MKat,MKat,MKat,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Indian Christian Front,,3340,ICF,ICF,ICF,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Anaithu Makkal Katchi,,24406,AIMAK,AIMAK,AIMAK,2019,2019,1,17,1,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tamizhaga Murpokku Makkal Katchi,,24407,MMKA,MMKA,MMKA,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ambedkarite Party of India,Local Party,880,APoI,APoI,APoI,2019,2019,1,17,1,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Pragatishil Samajwadi Party (Lohia),,17283,PSPL,PSPL,PSPL,2019,2019,1,17,3,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Republican Sena,,7174,rpsn,rpsn,rpsn,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Dhesiya Makkal Kazhagam,,24477,DAMK,DAMK,DAMK,2019,2019,1,17,1,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,ALL PENSIONER'S PARTY,,815,APEP,APEP,APEP,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Marumalarchi Janatha Katchi,,24478,MLJK,MLJK,MLJK,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ganasangam Party of India,,3064,GPI,GPI,GPI,2019,2019,1,17,3,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,All India Uzhavargal Uzhaippalargal Katchi,,24408,AIUUK,AIUUK,AIUUK,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Agila India Makkal Kazhagam,,102,AgIMK,AgIMK,AgIMK,2019,2019,1,17,3,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Vivasayigal Makkal Munnetra Katchi,,24409,VMMKT,VMMKT,VMMKT,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ahimsa Socialist Party,,24410,AHIMSASP,AHIMSASP,AHIMSASP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Desiya Uzhavar Uzhaipalar Kazhagam,,24411,DUUK,DUUK,DUUK,2019,2019,1,17,2,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Indian New Congress Party,,3875,INCP,INCP,INCP,2019,2019,1,17,1,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Anaithu Makkal Puratchi Katchi,,24412,AMPK,AMPK,AMPK,2019,2019,1,17,2,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ilantamilar Munnani Kazhagam,,24413,IMK,IMK,IMK,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Purvanchal Janta Party (Secular),,24534,PUJP,PUJP,PUJP,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,"Makkal Sananayaga Kudiyarasu Katchi,",,5297,MSKK,MSKK,MSKK,2019,2019,1,17,1,0,0,0,1,0,0,0,0
Lok_Sabha,Tamil_Nadu,Samajwadi Forward Bloc,,7333,SMFB,SMFB,SMFB,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,All  India Puratchi Thalaivar Makkal Munnettra Kazhagam,,24414,AIPTMMK,AIPTMMK,AIPTMMK,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Ahila India Dhayaga Makkal Munnetra Katchi,,24415,AIDMMK,AIDMMK,AIDMMK,2019,2019,1,17,1,0,1,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Tamil Telugu National Party,,24416,TTNP,TTNP,TTNP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Naam Indiar Party,,24417,NIDP,NIDP,NIDP,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Universal Brotherhood Movement,,24418,UBM,UBM,UBM,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Jammu & Kashmir National Panthers Party,Local Party,4079,JKNPP,JKNPP,JKNPP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,United States of India Party,,24419,USIP,USIP,USIP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,The Future India Party,,8316,FIP,FIP,FIP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Tamil_Nadu,Democratic Corruption Liberation Front,,2915,DCLF,DCLF,DCLF,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Telangana,Telangana Rashtra Samithi,State-based Party,8284,TRS,TRS,TRS,2009,2019,3,15|16|17,45,24,4,3,10,6,4,3,2
Lok_Sabha,Telangana,CONGRESS,National Party,3482,INC,INC,INC,2009,2019,3,15|16|17,52,17,2,0,10,4,6,1,2
Lok_Sabha,Telangana,Bharatiya Janata Party,National Party,1605,BJP,BJP,BJP,2009,2019,3,15|16|17,44,5,2,0,8,0,4,1,2
Lok_Sabha,Telangana,Telugu Desam,State-based Party,8300,TDP,TDP,TDP,2009,2014,2,15|16,16,3,0,0,3,0,3,1,0
